hasCreator,isAuthorCreator,CreatorTool,Producer,hasWarning,TaggedPDF,hasTitle,hasKeywords,hasSubject,hasDescription,Linearized,PDFVersion,HasXFA,hasXMPToolkit,ModificationTZ,CreationYear,ModificationYear,CreateDate,ModifyDate,PageCount,FileSize,LenFileName,Label
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-05:00,2000,2000,2000-11-08 08:58:42-05:00,2000-11-08 09:01:00-05:00,1.0,24.0,10,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-05:00,2000,2000,2000-12-13 09:57:07-05:00,2000-12-13 09:57:29-05:00,1.0,25.0,12,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-04:00,2001,2001,2001-04-23 13:21:13-04:00,2001-04-23 13:21:26-04:00,1.0,32.0,12,Benign
False,True,FUJITSU fi-6230dj #2,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2012,2012,2012-07-27 09:28:27-04:00,2012-07-27 09:32:55-04:00,1.0,243.0,15,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2011,2011,2011-03-04 14:35:17-05:00,2011-03-04 14:35:43-05:00,1.0,87.0,11,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-05:00,2011,2011,2011-12-14 14:22:50-05:00,2011-12-14 14:30:24-05:00,1.0,201.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2006,Unknown,2006-09-19 14:30:30,,1.0,76.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2007,Unknown,2007-04-11 16:18:54,,1.0,85.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 8.26 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2011,2011,2011-07-14 12:03:03-04:00,2011-07-14 12:04:35-04:00,1.0,102.0,7,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-03-12 07:33:57,1999-03-12 07:34:16,1.0,16.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2012,2012,2012-04-02 08:16:52-04:00,2012-04-02 08:18:33-04:00,1.0,168.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-05:00,2011,2011,2011-12-08 03:01:15-05:00,2011-12-08 03:03:43-05:00,2.0,109.0,9,Benign
False,False,Unknown,Acrobat 5.0 Scan Plug-in,False,False,False,False,False,False,True,1.4,False,False,UTC\-03:00,2003,2003,2003-06-17 10:16:48-03:00,2003-06-17 10:17:04-03:00,1.0,21.0,10,Benign
True,False,Unknown,Other,False,False,True,False,False,False,False,1.6,False,True,UTC\-05:00,2012,2012,2012-02-06 18:05:00-05:00,2012-02-06 18:05:00-05:00,1.0,11.0,15,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-05:00,2002,2002,2002-02-13 15:08:40-05:00,2002-02-13 15:09:05-05:00,1.0,32.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2009,Unknown,2009-03-27 18:12:35,,1.0,79.0,12,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-07-20 11:00:34-04:00,2010-07-20 11:01:19-04:00,1.0,82.0,11,Benign
False,True,Unknown,Acrobat PDFWriter 5.0,False,False,False,False,False,False,True,1.4,False,False,UTC\-04:00,2005,2005,2005-10-27 15:26:27+00:00,2005-10-27 16:09:36-04:00,5.0,22.0,33,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2012,2012,2012-04-25 16:16:06-04:00,2012-04-25 16:17:01-04:00,1.0,197.0,14,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-09-15 12:51:04,,1.0,87.0,9,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2009,Unknown,2009-08-19 14:17:05,,1.0,72.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-07-01 18:35:50,,1.0,90.0,11,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-04-16 18:17:25,,1.0,92.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-04-22 17:15:30,,1.0,69.0,11,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-04-13 14:11:55,1999-04-13 14:12:22,1.0,19.0,7,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2011,2011,2011-05-25 08:19:40-04:00,2011-05-25 08:20:20-04:00,1.0,79.0,11,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2009,2009,2009-11-05 09:58:15-05:00,2009-11-05 09:58:54-05:00,1.0,96.0,13,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2005,Unknown,2005-05-13 07:27:55,,1.0,73.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-05:00,2012,2012,2012-03-02 10:15:48-05:00,2012-03-02 10:18:49-05:00,1.0,248.0,25,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-05:00,2012,2012,2012-03-02 10:26:03-05:00,2012-03-02 10:27:53-05:00,1.0,238.0,24,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-02-19 14:48:29,1999-02-19 14:48:44,1.0,27.0,9,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2007,Unknown,2007-08-10 07:42:33,,1.0,76.0,13,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-07-02 10:10:32-04:00,2010-07-02 10:10:55-04:00,1.0,81.0,11,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1998,1998,1998-12-28 10:47:35,1998-12-28 10:49:46,1.0,17.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-04-20 14:03:15,,2.0,108.0,11,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2004,Unknown,2004-10-08 09:59:06,,1.0,81.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2004,Unknown,2004-03-18 07:23:43,,1.0,69.0,10,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2011,2011,2011-01-05 15:56:22-05:00,2011-01-05 15:56:43-05:00,1.0,106.0,15,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-09-15 16:49:49-04:00,2010-09-15 16:50:16-04:00,1.0,76.0,14,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-10-13 14:56:24-04:00,2010-10-13 14:56:49-04:00,1.0,81.0,17,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-10-07 15:18:48-04:00,2010-10-07 15:19:11-04:00,1.0,89.0,12,Benign
False,True,FUJITSU fi-6230dj #2,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2012,2012,2012-08-10 07:06:33-04:00,2012-08-10 07:17:51-04:00,1.0,173.0,19,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2006,Unknown,2006-04-11 14:32:02,,1.0,78.0,10,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2009,Unknown,2009-04-23 10:11:10,,1.0,88.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2007,Unknown,2007-10-18 07:32:16,,1.0,64.0,13,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-07-21 15:09:49-04:00,2010-07-21 15:10:10-04:00,1.0,70.0,11,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-05-06 06:43:10,1999-05-06 06:43:42,1.0,32.0,11,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2003,Unknown,2003-09-30 10:07:14,,1.0,80.0,10,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2009,2009,2009-12-11 09:45:07-05:00,2009-12-11 09:45:40-05:00,1.0,83.0,12,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2011,2011,2011-04-15 08:31:29-04:00,2011-04-15 08:31:46-04:00,1.0,75.0,11,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-05-25 08:13:39,1999-05-25 08:13:51,1.0,28.0,8,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-07-02 07:18:17,1999-07-02 07:18:39,1.0,27.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2012,2012,2012-05-11 08:56:14-04:00,2012-05-11 08:57:53-04:00,1.0,199.0,16,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1998,1998,1998-12-23 08:48:23,1998-12-23 08:50:56,1.0,27.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2007,Unknown,2007-04-30 12:03:17,,1.0,79.0,16,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-06-11 08:21:01,1999-06-11 08:23:01,1.0,34.0,9,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-03-19 13:57:20,1999-03-19 13:57:47,1.0,24.0,10,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2005,Unknown,2005-06-20 10:54:56,,1.0,85.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-04-15 17:18:12,,1.0,82.0,10,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-04:00,2002,2002,2002-05-17 07:59:29-04:00,2002-05-17 07:59:56-04:00,1.0,31.0,11,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2005,Unknown,2005-06-03 13:28:41,,1.0,75.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-05:00,2011,2011,2011-12-14 15:27:18-05:00,2011-12-14 15:27:56-05:00,1.0,171.0,11,Benign
False,False,Acrobat PDFMaker 6.0,Acrobat Distiller 6.0,False,True,True,True,True,True,True,1.4,False,True,UTC\-05:00,2005,2007,2005-12-15 14:37:09-05:00,2007-01-30 14:53:13-05:00,1.0,15.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-05:00,2011,2011,2011-12-01 13:05:08-05:00,2011-12-01 13:08:03-05:00,1.0,164.0,16,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-11-05 14:07:21-04:00,2010-11-05 14:07:52-04:00,1.0,102.0,11,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-05:00,2011,2011,2011-12-07 16:02:58-05:00,2011-12-07 16:25:22-05:00,1.0,113.0,13,Benign
False,False,Other,Other,False,True,True,True,True,True,True,1.4,False,True,UTC\-05:00,2005,2007,2005-12-01 14:39:13-05:00,2007-01-30 14:53:29-05:00,10.0,68.0,12,Benign
False,True,FUJITSU fi-6230dj #2,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.6,False,True,UTC\-04:00,2012,2012,2012-08-08 08:30:34-04:00,2012-08-08 08:34:38-04:00,1.0,48.0,13,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2009,Unknown,2009-08-19 14:19:18,,1.0,77.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2012,2012,2012-05-16 13:50:56-04:00,2012-05-16 13:57:31-04:00,2.0,272.0,13,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-05:00,2012,2012,2012-02-24 10:27:04-05:00,2012-02-24 10:28:09-05:00,1.0,201.0,9,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2011,2011,2011-02-08 14:25:39-05:00,2011-02-08 14:26:11-05:00,1.0,85.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 8.26 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2011,2011,2011-06-15 14:54:47-04:00,2011-06-15 14:56:27-04:00,1.0,97.0,10,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-05-02 19:03:33,,1.0,78.0,12,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2011,2011,2011-02-08 14:39:33-05:00,2011-02-08 14:40:11-05:00,1.0,81.0,10,Benign
False,True,PScript5.dll Version 5.2.2,Acrobat Distiller 8.1.0,False,False,True,False,False,False,True,1.4,False,True,UTC\-04:00,2009,2009,2009-08-18 19:35:45-04:00,2009-08-18 19:35:45-04:00,11.0,38.0,18,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2011,2011,2011-10-05 21:18:43-04:00,2011-10-05 21:20:26-04:00,1.0,124.0,16,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2004,Unknown,2004-09-30 11:00:44,,3.0,153.0,12,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2010,2010,2010-12-08 09:56:01-05:00,2010-12-08 09:56:21-05:00,1.0,78.0,12,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-05:00,2002,2002,2002-02-28 10:17:32-05:00,2002-02-28 10:18:16-05:00,1.0,30.0,10,Benign
False,False,Unknown,Other,False,False,True,False,False,False,False,1.3,False,False,Z,2012,2012,2012-04-27 14:32:13+00:00,2012-04-27 14:32:13+00:00,1.0,19.0,18,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2011,2011,2011-01-11 15:59:34-05:00,2011-01-11 16:01:07-05:00,1.0,71.0,15,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-07-10 15:40:57,,1.0,83.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2007,Unknown,2007-08-21 06:57:36,,1.0,70.0,13,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-09-15 16:54:14-04:00,2010-09-15 16:54:40-04:00,1.0,81.0,14,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-04:00,2001,2001,2001-08-28 07:43:15-04:00,2001-08-28 07:43:36-04:00,3.0,62.0,12,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-09-28 18:26:03-04:00,2010-09-28 18:26:21-04:00,1.0,87.0,10,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2010,2010,2010-01-21 14:29:59-05:00,2010-01-21 14:30:21-05:00,1.0,76.0,12,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-01-21 07:46:36,1999-03-29 15:01:38,1.0,26.0,12,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-05:00,2001,2001,2001-12-17 15:18:56-05:00,2001-12-18 07:34:36-05:00,1.0,26.0,9,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-07-28 17:13:02,,1.0,82.0,12,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-01-21 07:31:11,1999-03-29 15:03:04,1.0,25.0,12,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2012,2012,2012-05-11 10:52:08-04:00,2012-05-11 10:53:04-04:00,1.0,165.0,14,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2010,2010,2010-02-26 07:34:57-05:00,2010-02-26 07:35:19-05:00,1.0,80.0,12,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-07-23 09:08:37-04:00,2010-07-23 09:09:03-04:00,1.0,80.0,17,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2011,2011,2011-01-12 17:07:44-05:00,2011-01-12 17:08:16-05:00,1.0,117.0,13,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2011,2011,2011-10-04 15:22:55-04:00,2011-11-02 15:21:14-04:00,1.0,107.0,11,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2003,Unknown,2003-08-18 16:29:00,,1.0,70.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2007,Unknown,2007-11-06 15:16:57,,1.0,74.0,15,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-08-29 14:30:33,,1.0,91.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2006,Unknown,2006-09-19 15:52:38,,1.0,76.0,11,Benign
False,True,FUJITSU fi-6230dj,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-05:00,2011,2011,2011-12-12 16:30:29-05:00,2011-12-12 16:31:39-05:00,2.0,105.0,23,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-05:00,2000,2000,2000-11-01 11:01:59-05:00,2000-11-01 11:02:11-05:00,1.0,27.0,11,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2011,2011,2011-04-01 10:01:30-04:00,2011-04-01 10:01:56-04:00,1.0,88.0,11,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2011,2011,2011-01-11 10:22:07-05:00,2011-01-11 10:22:31-05:00,1.0,77.0,11,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1998,1998,1998-12-17 09:00:26,1998-12-17 09:00:59,1.0,15.0,11,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-05:00,2011,2011,2011-01-07 11:36:12-05:00,2011-01-07 11:36:34-05:00,1.0,101.0,11,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-05-23 18:48:12,,1.0,73.0,12,Benign
False,False,Unknown,Acrobat 3.0 Scan Plug-in,False,False,False,False,False,False,True,1.2,False,False,Unknown,1999,1999,1999-02-03 07:46:28,1999-02-03 07:46:56,1.0,36.0,10,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-05:00,2003,2003,2003-01-02 08:50:07-05:00,2003-01-02 08:50:44-05:00,1.0,25.0,11,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-04:00,2000,2000,2000-08-25 12:53:29-04:00,2000-08-25 12:54:19-04:00,1.0,27.0,12,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-04:00,2000,2000,2000-05-05 14:12:56-04:00,2000-05-05 14:14:02-04:00,1.0,23.0,12,Benign
False,False,Unknown,Acrobat 4.0 Scan Plug-in,False,False,False,False,False,False,True,1.3,False,False,UTC\-04:00,2000,2000,2000-08-25 13:00:30-04:00,2000-08-25 13:01:17-04:00,1.0,29.0,10,Benign
False,True,FUJITSU fi-6230dj #2,Adobe Acrobat 9.0 Paper Capture Plug-in,False,True,True,True,True,True,True,1.7,False,True,UTC\-04:00,2012,2012,2012-07-27 09:17:04-04:00,2012-07-27 09:18:53-04:00,1.0,227.0,21,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2004,Unknown,2004-09-16 14:50:08,,1.0,78.0,12,Benign
False,False,Unknown,Acrobat 5.0 Scan Plug-in,False,False,False,False,False,False,True,1.4,False,False,UTC\-05:00,2003,2003,2003-03-13 10:41:30-05:00,2003-03-13 10:41:52-05:00,1.0,23.0,12,Benign
False,False,FUJITSU fi-6230dj,PDFScanLib v1.2.2 in Adobe Acrobat 8.1.1,False,False,False,False,False,False,True,1.7,False,True,UTC\-04:00,2010,2010,2010-08-06 07:41:48-04:00,2010-08-06 07:42:12-04:00,1.0,97.0,10,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2008,Unknown,2008-10-27 15:25:33,,2.0,102.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2009,Unknown,2009-01-23 15:40:09,,1.0,77.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2007,Unknown,2007-07-30 14:22:39,,1.0,78.0,12,Benign
True,False,Unknown,"Hewlett-Packard Intelligent Scanning Technology3",False,False,False,False,False,False,False,1.2,False,False,Unknown,2006,Unknown,2006-07-12 11:20:32,,1.0,80.0,10,Benign
